City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,San Buenaventura,MX,2024-01-09 14:44:25,27.0833,-101.5333,51.48,17,54,6.91
296,Vanavara,RU,2024-01-09 14:44:25,60.34,102.2797,15.89,96,100,5.01
297,Kahului,US,2024-01-09 14:44:25,20.8947,-156.47,71.83,93,100,37.98
298,Bogale,MM,2024-01-09 14:44:26,16.2833,95.4,70.7,55,0,6.82
299,Lebu,CL,2024-01-09 14:44:26,-37.6167,-73.65,60.62,65,0,20.49
300,Ilulissat,GL,2024-01-09 14:44:26,69.2167,-51.1,19.42,68,75,2.3
301,Kalmunai,LK,2024-01-09 14:44:26,7.4167,81.8167,77.95,89,100,9.1
302,Kulhudhuffushi,MV,2024-01-09 14:44:26,6.6221,73.07,82.0,81,100,13.89
303,Palana,RU,2024-01-09 14:44:26,59.1167,159.9667,0.66,98,100,5.99
304,Drumheller,CA,2024-01-09 14:44:26,51.4617,-112.7101,21.22,78,100,13.8
305,Batagay-Alyta,RU,2024-01-09 14:44:26,67.8006,130.4114,-38.09,91,17,3.67
306,Mulege,MX,2024-01-09 14:44:26,26.8833,-111.9833,51.49,43,100,10.09
307,Goure,NE,2024-01-09 14:44:26,13.9835,10.2704,87.85,5,3,11.9
308,Kloulklubed,PW,2024-01-09 14:44:26,7.0419,134.2556,82.9,74,33,15.97
309,Thinadhoo,MV,2024-01-09 14:44:26,0.5333,72.9333,81.54,81,18,10.16
310,Sitka,US,2024-01-09 14:44:26,57.0531,-135.33,30.09,93,20,3.44
311,Half Moon Bay,US,2024-01-09 14:44:26,37.4636,-122.4286,51.85,94,100,8.05
312,Saint-Augustin,CA,2024-01-09 14:44:27,51.226,-58.6502,14.76,57,21,17.0
313,Myitkyina,MM,2024-01-09 14:44:27,25.3833,97.4,55.51,66,0,2.37
314,Celestun,MX,2024-01-09 14:44:27,20.8667,-90.4,78.82,74,66,11.45
315,Yarada,IN,2024-01-09 14:44:27,17.65,83.2667,75.52,88,20,5.75
316,Meulaboh,ID,2024-01-09 14:44:27,4.1363,96.1285,76.17,94,100,6.51
317,Anori,BR,2024-01-09 14:44:27,-3.7728,-61.6442,75.0,98,100,3.78
318,Sfantu Gheorghe,RO,2024-01-09 14:44:27,45.8667,25.7833,21.27,46,97,5.1
319,Coolum Beach,AU,2024-01-09 14:43:18,-26.5333,153.1,76.1,98,27,3.04
320,Ornskoldsvik,SE,2024-01-09 14:45:27,63.2909,18.7153,43.75,75,0,21.85
321,Rawson,AR,2024-01-09 14:45:27,-43.3002,-65.1023,69.31,25,2,27.04
322,Aklavik,CA,2024-01-09 14:45:27,68.2191,-135.0107,-33.2,99,15,7.38
323,Anadyr,RU,2024-01-09 14:41:21,64.75,177.4833,-12.5,84,100,6.71
324,Camopi,GF,2024-01-09 14:45:27,3.1655,-52.3158,86.72,61,79,5.68
325,La Ronge,CA,2024-01-09 14:45:27,55.1001,-105.2842,-10.95,77,100,2.3
326,Havoysund,NO,2024-01-09 14:45:27,70.9963,24.6622,28.63,89,100,22.41
327,Novoagansk,RU,2024-01-09 14:45:28,61.9449,76.6625,-17.5,98,20,8.39
328,Cartagena,CO,2024-01-09 14:45:28,10.3997,-75.5144,83.82,74,0,4.61
329,Along,IN,2024-01-09 14:45:28,28.1667,94.7667,51.46,69,0,1.99
330,Chapais,CA,2024-01-09 14:45:28,49.7834,-74.8492,-4.22,85,100,6.89
331,Yakima,US,2024-01-09 14:45:28,46.4665,-120.6678,38.98,91,75,11.5
332,Ambilobe,MG,2024-01-09 14:45:28,-13.2,49.05,77.74,94,100,5.61
333,Arrecife,ES,2024-01-09 14:45:28,28.963,-13.5477,67.98,83,20,14.97
334,Trincomalee,LK,2024-01-09 14:45:28,8.5711,81.2335,79.56,83,100,15.61
335,Sechura,PE,2024-01-09 14:45:28,-5.5569,-80.8222,79.16,60,29,7.87
336,Fairview,US,2024-01-09 14:45:28,40.8126,-73.999,43.48,74,0,9.22
337,Camana,PE,2024-01-09 14:45:28,-16.6228,-72.7111,74.73,78,99,9.31
338,Faanui,PF,2024-01-09 14:45:28,-16.4833,-151.75,80.94,79,66,11.34
339,Skelleftea,SE,2024-01-09 14:45:03,64.7507,20.9528,41.36,97,0,12.66
340,Norman Wells,CA,2024-01-09 14:45:29,65.282,-126.8329,-32.76,68,75,3.44
341,Nalut,LY,2024-01-09 14:45:29,30.3333,10.85,55.42,25,31,9.01
342,Hualmay,PE,2024-01-09 14:45:29,-11.0964,-77.6139,75.9,75,80,7.61
343,Yabrud,SY,2024-01-09 14:45:29,33.9674,36.6574,46.74,56,1,4.68
344,Tautira,PF,2024-01-09 14:45:29,-17.7333,-149.15,80.29,81,68,11.83
345,Isla Mujeres,MX,2024-01-09 14:45:29,21.2311,-86.731,82.45,81,46,20.65
346,Chuy,UY,2024-01-09 14:45:29,-33.6971,-53.4616,83.5,44,0,2.28
347,Bisho,ZA,2024-01-09 14:45:29,-32.8472,27.4422,68.63,76,84,11.32
348,Vila Franca Do Campo,PT,2024-01-09 14:45:29,37.7167,-25.4333,64.89,99,100,20.58
349,Waterbury,US,2024-01-09 14:45:29,41.5582,-73.0515,35.94,88,40,8.05
350,Valparaiso,CL,2024-01-09 14:40:51,-33.0393,-71.6273,84.15,57,0,6.91
351,Dalianwan,CN,2024-01-09 14:45:29,39.0286,121.695,23.04,54,0,8.95
352,Sayansk,RU,2024-01-09 14:45:29,54.1088,102.1648,12.34,96,100,4.07
353,Kununurra,AU,2024-01-09 14:45:29,-15.7667,128.7333,80.58,89,40,4.61
354,Esso,RU,2024-01-09 14:45:30,55.9333,158.7,-13.94,92,91,5.35
355,Heinola,FI,2024-01-09 14:45:30,61.2056,26.0381,33.01,98,100,10.96
356,Leh,IN,2024-01-09 14:45:30,34.1667,77.5833,20.59,39,1,2.33
357,Petropavlovsk-Kamchatskiy,RU,2024-01-09 14:45:30,53.0452,158.6483,0.45,77,75,8.95
358,Arkadelphia,US,2024-01-09 14:45:30,34.1209,-93.0538,38.37,81,100,16.11
359,Luanda,AO,2024-01-09 14:45:14,-8.8368,13.2343,87.8,65,20,11.5
360,Tessalit,ML,2024-01-09 14:45:30,20.1986,1.0114,84.34,8,24,7.07
361,Gaffney,US,2024-01-09 14:45:30,35.0718,-81.6498,55.09,95,100,16.69
362,Methoni,GR,2024-01-09 14:45:30,36.8197,21.7049,57.06,69,53,9.93
363,Chicama,PE,2024-01-09 14:45:30,-7.8447,-79.1469,72.14,66,78,6.44
364,Ahipara,NZ,2024-01-09 14:45:30,-35.1667,173.1667,64.81,91,1,4.47
365,Boshnyakovo,RU,2024-01-09 14:45:30,49.6333,142.1667,0.9,89,97,4.27
366,Poya,NC,2024-01-09 14:45:30,-21.35,165.15,76.59,86,19,4.79
367,Roebourne,AU,2024-01-09 14:46:30,-20.7833,117.1333,88.79,41,12,10.74
368,Alpena,US,2024-01-09 14:46:30,45.0617,-83.4327,35.11,96,100,11.5
369,Mujiayingzi,CN,2024-01-09 14:46:31,42.1167,118.7833,6.66,79,1,7.67
370,Zolotukhino,RU,2024-01-09 14:46:31,52.0842,36.3772,11.07,96,14,7.54
371,Tsnori,GE,2024-01-09 14:46:31,41.6209,45.9694,50.86,61,70,4.59
372,Ushtobe,KZ,2024-01-09 14:46:31,45.2514,77.9838,41.92,84,100,5.86
373,Airai,TL,2024-01-09 14:46:31,-8.9266,125.4092,62.83,94,100,1.01
374,Narsaq,GL,2024-01-09 14:46:31,60.9167,-46.05,48.42,68,73,12.55
375,Ewa Beach,US,2024-01-09 14:46:31,21.3156,-158.0072,76.95,89,75,11.5
376,Coihaique,CL,2024-01-09 14:43:41,-45.5752,-72.0662,54.21,47,20,9.22
377,Buckeye,US,2024-01-09 14:46:31,33.3703,-112.5838,40.05,78,0,8.05
378,Verkhnyaya Inta,RU,2024-01-09 14:46:31,65.9811,60.3094,-16.38,100,99,6.2
379,Green River,US,2024-01-09 14:46:31,41.5286,-109.4662,18.19,78,93,8.97
380,Kruisfontein,ZA,2024-01-09 14:46:31,-34.0033,24.7314,73.45,69,84,14.36
381,Dingle,PH,2024-01-09 14:46:32,10.9995,122.6711,76.75,87,12,6.69
382,Antsohihy,MG,2024-01-09 14:46:32,-14.8796,47.9875,80.91,86,99,5.12
383,San Quintin,MX,2024-01-09 14:46:32,30.4833,-115.95,51.1,30,46,4.27
384,Balbalan,PH,2024-01-09 14:46:32,17.4414,121.2019,62.56,97,75,2.39
385,Moron,AR,2024-01-09 14:46:07,-34.6534,-58.6198,88.93,51,2,4.0
386,Namatanai,PG,2024-01-09 14:46:32,-3.6667,152.4333,80.11,84,80,3.65
387,Banff,CA,2024-01-09 14:46:32,51.1762,-115.5698,24.03,92,95,8.05
388,Baglung,NP,2024-01-09 14:46:32,28.2719,83.5898,51.21,50,0,5.68
389,Qingquan,CN,2024-01-09 14:46:32,30.4511,115.2559,47.26,62,8,5.39
390,Tuktoyaktuk,CA,2024-01-09 14:46:32,69.4541,-133.0374,-32.8,68,0,3.44
391,Ostrovnoy,RU,2024-01-09 14:46:32,68.0531,39.5131,19.63,81,100,9.15
392,Puerto Escondido,MX,2024-01-09 14:46:32,15.85,-97.0667,80.06,57,99,2.3
393,Adrar,MR,2024-01-09 14:46:32,20.5022,-10.0711,81.3,11,100,10.76
394,Itaituba,BR,2024-01-09 14:45:02,-4.2761,-55.9836,84.36,84,75,2.3
395,Koslan,RU,2024-01-09 14:46:33,63.4564,48.8989,-25.58,100,77,3.0
396,Yangambi,CD,2024-01-09 14:46:33,0.8102,24.4336,84.58,53,96,4.76
397,Santa Vitoria Do Palmar,BR,2024-01-09 14:46:33,-33.5189,-53.3681,83.08,44,0,1.61
398,Necochea,AR,2024-01-09 14:46:33,-38.5473,-58.7368,82.09,31,0,5.61
399,Zachary,US,2024-01-09 14:46:33,30.6485,-91.1565,48.07,67,100,25.32
400,Whitianga,NZ,2024-01-09 14:42:43,-36.8333,175.7,61.77,91,10,2.01
401,Okhotsk,RU,2024-01-09 14:46:33,59.3833,143.3,-25.6,84,65,8.9
402,Bucerias,MX,2024-01-09 14:46:33,20.75,-105.3333,70.99,67,91,5.32
403,San Rafael Del Sur,NI,2024-01-09 14:46:33,11.8485,-86.4384,76.17,63,5,7.54
404,Whitehorse,CA,2024-01-09 14:46:33,60.7161,-135.0538,8.1,83,100,9.22
405,Roma,US,2024-01-09 14:45:32,43.2128,-75.4557,34.88,86,0,9.22
406,Morwell,AU,2024-01-09 14:46:33,-38.2333,146.4,64.4,99,65,2.01
407,Boa Viagem,BR,2024-01-09 14:46:33,-5.1275,-39.7322,94.42,35,33,6.71
408,Kaura Namoda,NG,2024-01-09 14:46:33,12.5898,6.5779,92.44,5,5,10.98
409,Santa Maria,BR,2024-01-09 14:46:33,-29.6842,-53.8069,78.1,78,75,3.44
410,Parrita,CR,2024-01-09 14:46:34,9.5201,-84.3225,96.26,57,5,2.3
411,Katsuura,JP,2024-01-09 14:46:34,35.1333,140.3,51.19,59,0,17.63
412,Ha Tinh,VN,2024-01-09 14:46:34,18.3333,105.9,69.26,90,11,2.21
413,Kutahya,TR,2024-01-09 14:43:13,39.4242,29.9833,36.16,99,100,3.83
414,Buala,SB,2024-01-09 14:46:34,-8.145,159.5921,81.45,79,96,2.86
415,Pangody,RU,2024-01-09 14:46:34,65.85,74.4859,-18.11,98,88,10.71
416,Naters,CH,2024-01-09 14:47:34,46.3254,7.9891,37.45,93,100,5.82
417,Chemal,RU,2024-01-09 14:47:34,51.4111,86.005,11.35,94,81,2.86
418,Acarau,BR,2024-01-09 14:47:34,-2.8856,-40.12,89.08,55,62,15.64
419,Dimitrovgrad,RU,2024-01-09 14:47:34,54.2139,49.6184,5.36,95,96,6.96
420,Pervomayskoye,RU,2024-01-09 14:47:34,43.919,46.7102,30.49,92,100,17.98
421,Chone,EC,2024-01-09 14:47:34,-0.6833,-80.1,74.93,94,100,1.43
422,Camacha,PT,2024-01-09 14:47:34,33.0833,-16.3333,63.82,82,40,10.36
423,Westlock,CA,2024-01-09 14:47:34,54.1502,-113.8688,3.78,94,100,10.89
424,Teya,RU,2024-01-09 14:47:35,60.3778,92.6267,2.07,91,100,11.45
425,Buritis,BR,2024-01-09 14:47:35,-15.6178,-46.4233,81.27,75,98,4.21
426,Aksarka,RU,2024-01-09 14:47:35,66.5606,67.7975,-26.07,100,98,3.31
427,Osa,RU,2024-01-09 14:47:35,57.2829,55.4567,-4.45,100,99,3.78
428,Rundu,NA,2024-01-09 14:47:35,-17.9333,19.7667,84.87,46,97,5.19
429,Aitape,PG,2024-01-09 14:47:35,-3.1374,142.3475,77.59,89,87,2.98
430,Fairbanks,US,2024-01-09 14:47:35,64.8378,-147.7164,8.94,82,100,3.44
431,Abeche,TD,2024-01-09 14:47:35,13.8292,20.8324,96.82,7,0,6.91
432,Hami,CN,2024-01-09 14:47:35,42.8,93.45,22.89,65,22,3.44
433,Benghazi,LY,2024-01-09 14:47:35,32.1167,20.0667,61.7,69,77,26.49
434,Nova Olimpia,BR,2024-01-09 14:47:35,-14.7972,-57.2881,89.46,61,47,5.79
435,Cayenne,GF,2024-01-09 14:45:43,4.9333,-52.3333,86.04,79,75,13.8
436,Baculin,PH,2024-01-09 14:47:36,7.4525,126.5842,77.56,89,100,4.47
437,Paamiut,GL,2024-01-09 14:47:36,61.994,-49.6678,33.33,78,100,4.03
438,Gogrial,SS,2024-01-09 14:47:36,8.5332,28.1004,95.16,13,79,4.7
439,Mehamn,NO,2024-01-09 14:47:36,71.0357,27.8492,24.75,80,75,10.36
440,Olafsvik,IS,2024-01-09 14:47:36,64.8945,-23.7142,44.31,92,100,28.86
441,Marawi,PH,2024-01-09 14:47:36,7.9986,124.2928,69.31,94,45,1.79
442,Tamasopo,MX,2024-01-09 14:47:36,21.9333,-99.4833,51.21,46,52,5.17
443,Natitingou,BJ,2024-01-09 14:47:36,10.3042,1.3796,97.38,6,0,3.04
444,Fernandina Beach,US,2024-01-09 14:47:36,30.6697,-81.4626,72.03,85,40,23.02
445,Neya,RU,2024-01-09 14:47:36,58.2972,43.8681,-5.98,100,82,4.07
446,Russell,US,2024-01-09 14:47:36,32.3502,-85.1999,61.75,88,20,4.61
447,Hailun,CN,2024-01-09 14:47:36,47.45,126.9333,-19.86,100,13,0.87
448,Severo-Yeniseyskiy,RU,2024-01-09 14:47:37,60.3725,93.0408,-1.43,93,100,11.99
449,Rabo De Peixe,PT,2024-01-09 14:47:37,37.8,-25.5833,63.99,99,75,17.27
450,Pinega,RU,2024-01-09 14:47:37,64.7001,43.3936,-15.81,100,100,2.01
451,Marsh Harbour,BS,2024-01-09 14:47:37,26.5412,-77.0636,74.8,84,100,24.96
452,Neiafu,TO,2024-01-09 14:47:37,-18.65,-173.9833,74.08,94,20,0.0
453,Wajima,JP,2024-01-09 14:47:37,37.4,136.9,42.57,94,100,6.55
454,Turukhansk,RU,2024-01-09 14:47:37,65.8167,87.9833,1.89,90,100,20.0
455,Labuhan,ID,2024-01-09 14:47:37,-6.8844,112.2051,79.43,88,100,7.0
456,Nuuk,GL,2024-01-09 14:47:37,64.1835,-51.7216,47.01,34,40,14.97
457,Uzhhorod,UA,2024-01-09 14:47:37,48.6167,22.3,30.49,42,0,3.24
458,Markova,UA,2024-01-09 14:47:38,48.6758,24.4138,12.34,90,1,1.88
459,Chunhuhub,MX,2024-01-09 14:47:38,19.55,-88.6833,80.74,69,46,7.58
460,San Juan,AR,2024-01-09 14:44:59,-31.5375,-68.5364,86.58,34,1,7.4
461,North Bend,US,2024-01-09 14:47:38,43.4065,-124.2243,49.86,87,100,21.85
462,Ocos,GT,2024-01-09 14:48:38,14.5094,-92.1933,73.58,60,2,7.05
463,Krasnyy Oktyabr,RU,2024-01-09 14:48:38,56.1167,38.8833,11.34,95,100,7.11
464,Ganzhou,CN,2024-01-09 14:48:38,28.8184,115.4327,51.64,81,1,4.25
